,Users,Comments,labels
1461,@HunterWinchester666,ben good see smile friend wonderful uplift see volume turnout support even tho know silent majority support israel abhors terrorism many greatly outnumber puppet minority think need see truly make heart sing know vast turnout slice rest pie pray motivate everyone around world stand show intimidate vast actually goodness know tire told sit co everyone around scar targeted barbarian want stand tall glory proud unequivocal support israel,1.0
1462,@Andrew-Locksley691,im roman catholic boston attend gathering national mall go want show support israel beautiful people wherever resident peaceful gather something one would expect civilized people mood pride love american flag israeli flag see one scuffle law enforcement demeanor someone provide security golf tournament quite contrast im see london cant imagine living right go school eaten academy thing change much time spent,1.0
1463,@kareneDallas,also washington gather vandalism spray paint national landmark tear anything,0.0
1464,@Robnworld,wish american would gather like fix problem,0.0
1465,@johnkidd1226,much im embarrass canadian n't vote also piss canadian actively work vote future election,-1.0
1466,@collingarner5770,im christian come chicago rally amazing experience everyone nice thank support show great everyone despite political belief value,1.0
1467,@sueannewatts6445,deeply ashamed prime minister tends round hat citizen,-1.0
1468,@wcolautti,canadian n't think disgust trudeau could intensify he brought much shame misery beautiful prosperous country could cry,-1.0
1469,@rachel_3141,im canadian trudeau disgust im embarrass canadian,-1.0
1470,@bobbym6130,atheist stand israel sing smile pride welcome great see student show young old alike together,1.0
1471,@samueldelaney4678,sing national anthem highlight give goosebump beautiful display unity love,1.0
1472,@buckeyeguru2321,seem like fun ben episode long time like side,0.0
1473,@yehudagottesman8557,hey im fan israel really cant stress much family appreciate verbal fight go convincing world truth thank amaze collect voice,1.0
1474,@avitalmacales5649,watch entire rally home near jerusalem felt huge hug american jerry wonderful ally,1.0
1475,@RatherBeGolfing95,say march israel yesterday promise thing ive see western country dont know long raging culture war ubiquitous western country relief see hundred thousand civilian support hear strong word support republican also democrats like chuck schemer absolutely awesome see many people side political aisle head screw correctly regard issue refresh,1.0
1476,@maryamory1549,great see people come together never think would live see depth evil open america especially,1.0
1477,@laravonstaden1838,think could prime minister country fill horror year leader opposition rightfully trounce brought labour party huge loss unfortunately man fully behind election leader opposition face new horror ge next year please wish u luck,0.0
1478,@RebornAudio,corn absolute peanut man,-1.0
1479,@angusmacangus3181,sick disgrace man never elect office actually labor party disown completely,-1.0
1480,@charlotterobson6860,much weve let uk thank god current prime minister least answer yes obvious question,0.0
1481,@lovesomeone7285,strike man would tell nazi hamas jew live neighborhood,0.0
1482,@isaacdelvalle2027,even simple yes question super basic yes question man couldnt even take millisecond say yes abominable,0.0
1483,@dorianshadesofgray2981,he try shake perception friend hamas youd think would jump opportunity declare hamas terror group,-1.0
1484,@emmajane3979,dont understand wont call hamas terrorists organization evil,-1.0
1485,@user-uw9nt9fy2d,cant say he lowdown coward,-1.0
1486,@stephengamber7000,scary corn refuse condemn hamas,-1.0
1487,@bx3556,point someone refuse call someone terrorist also terrorist member get money terrorist,-1.0
1488,@HughJorgan1,like pier force people answer question,0.0
1489,@erikaronska1096,thank ben stay topic,1.0
1490,@YishaiBarr,britain dodge bullet guy could well prime minister today,0.0
1491,@user-iz9co4qf6z,think guy election campaign vote prime minister frighten,0.0
1492,@dixiederivatives,ben thanks continuous breakdown explanation vile people like cousin unfortunately one many god bless ben,1.0
1493,@tripmann268,get sacked antisemitism worry much pull youth country dont tend factor ridiculous policy,-1.0
1494,@FloridaGal813,wish pier would say alright answer believe terror group example one follow tactic know terror group use ensue response would quite reveal,0.0
1495,@draoi99,wife say friend use relax evening sit floor sing ira song height iris terror campaign britain,0.0
1496,@NintenJoe09,get injure last game proof god exist,0.0
1497,@andrewbaldwin2732,cant think person do damage sport megan rap remember go wild world cup intentionally ignore woman soccer cant actively root u woman,0.0
1498,@dorianshadesofgray2981,embarrass injury prof god he get sense humour,0.0
1499,@lawrencetalbot8346,want suppose retire causing team lose world saddest penalty shot miss,0.0
1500,@c1ph3rpunk,child food family bomb fall home woman place force thing whats important really please go away,0.0
1501,@NathanMillerAZ,n't surprise see way know god narcissistic humanist worldview one imagine god something focus provide personal happiness validation earnest prayer god would reveal,0.0
1502,@terryfolderson-is5qo,absolutely love fact shes use injury amusementthe fact someone vain keep finish biggest game career absolutely proof god exist ad,0.0
1503,@markallen2984,incredible narcissism display rap,-1.0
1504,@MegaElgreco,nice see people talk dont know evil good,0.0
1505,@lawrencetalbot8346,megan god find giant joke like rest u,-1.0
1506,@lowprofile513,know god miss penalty kick world cup get hurt last game prove god sense humor,0.0
1507,@jonforris,surprising statement give think shes centre universe,0.0
1508,@jonforris,literally every promoter dump deserve,0.0
1509,@zorrodahousecat9104,perfectly show level men pro soccer player would dare speak like europe interview ever,0.0
1510,@seanmcclure,never able leave get real world sexuality gender arent highlight everywhere go realize thats ever,0.0
1511,@bloatedtreeful,megan rap ive think little bit world think,0.0
1512,@user-fq8rs7rz3i,weird someone n't believe god invokes name swear show contempt dont get,0.0
1513,@Truthhunter924,physical injury least problem need concentrate mental health,0.0
1514,@ARC1701A,thank god megan rap whose existence help appreciate folk reason temperance im glad world n't full people like,1.0
1515,@lucasblanchard47,basically n't happen great people like thank god happen even though learn absolutely nothing,0.0
1516,@GypsyLil,listen supporter heard evil israeli poor gaze saw captured ex men say traveled ambulance know israel wouldnt target ambulance capture men prove israeli n't pure evil use propaganda israel conflict ive put ex link playlists anyone interested pray success terrorist,0.0
1517,@dallaspalmerton5725,sad live day age put visual evidence front someone face still dont believe thats really frighten revelation promise look future,0.0
1518,@johannycepeda7579,sad create video show world terrorist yet ignorantgullible generation still believe tell sad world living,-1.0
1519,@mallori6610,cant imagine israeli jewish world turn protect absolutely disgust cant imagine awful must,0.0
1520,@kentvanschuyler9520,live france since comment could make would put watchlist indispensable ben shapiro shred evil solution god bless protect,1.0
1521,@jamesthompson8133,worse coward hide behind woman child make sick angry stay strong ben prayer israel,0.0
1522,@h.s.l6875,israel know along way many hospital population size,0.0
1523,@johnfish1194,ben nice see tunnel thing say go go anyone work brain already know fight tunnel use civilian shield well hospital hardest part get government care,0.0
1524,@M10Repin,saddest part show prove bad hamas want hurt innocent people heart go jewish people across world people back cause know,0.0
1525,@cuppyfluf,ben hero beacon light dark time thank work spread truth medium wont,1.0
1526,@stevogrey3505,thank ben shapiro im bear baptize catholic find wife gen jewish make beautiful daughter love family stand israeli religion messiah jesus jew im spew religion religious war thats cover kind civil uprising disgust keep truth buddy thank,1.0
1527,@chrispennie5830,ben thank everything stand israel continue inform bring u daily,1.0
1528,@nolameiring5155,never hear see country explain show video try take terrorist,0.0
1529,@beckycaughel7557,watched several video show incredible engineering skill involve tunnel everything cant help think put ingenuity determination effort top billion dollar poured gaza year actually put infrastructure gaza use benefit civilian gaza could amaze place live today,1.0
1530,@earlshaner4441,good afternoon syracuse ny brother everyone else thank share fact truth medium refuse tell anyone,0.0
1531,@charleskurniawan2950,ben kind guy wont think twice initiate shootout entire robberyhostage scenario kill everyone building get robber fact support bomb refuge camp hospital get group terrorist show really,-1.0
1532,@katjoyky,time political correctness end truth must tell world need know danger,0.0
1533,@tommor6108,hey ben big love appreciation israel thank amazing work,1.0
1534,@carlcarlson1369,whats scary pro hamas protester say video fake god sort evil doer,-1.0
1535,@ilovemountains21,keep tell truth ben god bless israel god bless ben,1.0
