,Users,Comments,labels
2104,@boltrooktwo,"He also drank water and breathed air, that’s about the equivalence from the speech focusing in on one word. The people accusing him are hypocritically doing worse, far worse, and there are consequences to this country.",-1
2105,@seandelap8587,There comes a point where Hitler comparisons lose all meaning i mean if everyone you don't like is Adolf Hitler then really it doesn't mean anything,0
2106,@Kawitamamayi,"My pest control company must be like Hitler. They keep talking about vermin.
Trump called them “Thugs” that act like vermin. That’s actually pretty accurate.",0
2107,@johndthai2355,Trump 2024 🇺🇸🇺🇸🇺🇸!  Thanks Ben for your video !!! It is very informative and powerful!!! It makes me love Trump more!!!,1
2108,@80s_kid.,"BEN i know you're not keen on Trump, but that guy would have been the one person that could have prevented what happened with Israel. think about that.",0
2109,@TH-ul9gh,Yet Brandon has 51+ actual things done that compare to Hitler,0
2110,@psygnosticrevenant6773,"Given how often Ben refers to people as ""absolutely garbage human beings,"" I can't imagine the word ""vermin"" should be all that shocking.",-1
2111,@Nurse__G,They are in full panic mode ,0
2112,@ko1187,If I had a dollar for every time the media blamed Trump I would be a billionaire by now,0
2113,,Many blessings to you,1
2114,@SamButler-hm6ul,Is there anything more disgusting than a foreigner demanding your sons be drafted to fight their wars? This is not going to end well for these people.,0
2115,@Mylifedoesntmatter8958,"I'm from Russia. To be honest, I'm shocked. One stereotype about Americans has formed in my mind. I thought every American hated terrorism. That Americans are absolutely intolerant of terrorism. That's why the Palestinian protests surprise me so much. And it also seemed to me that there is no figure in history that Americans would treat worse than Osama bin Laden. Official. Leftist young people have surpassed our propaganda in terms of insanity and hatred of the West. But now I know that I support the right side. Not the one that Osama bin Laden would be on.",-1
2116,@nikkireuthebuck2349,"I was 19 on 9-11-01. I remember the fear. I remember watching thousands die on live tv. The shock that lasted for weeks, and the stories of people calling from inside the burning towers to say good bye  to loved ones because there was no way out. 
These people aren't redeemable",-1
2117,@EasternOrthodoxMHNIN,"The letter was available to read ALL ALONG, I love how they pretend it’s been hidden .",0
2118,@boudicca7181,You are absolutely right Ben. This generation is completely ignorant.,0
2119,@stirfrybry1,"Keep overplaying your hand, Ben. You folks have done more to wake people up in the last month than we could have ever dreamed of doing. Bravo",1
2120,@patrickmaguire6877,As a 22 year old America man I am so disappointed in how people my age are acting.,-1
2121,@TallulahSoie,As someone who watched the planes fly into the Twin Towers live I cannot express how this makes me feel. I watched heroes run into the towers. I watched people jump to their deaths from above where the planes impacted. I watched the towers fall and obliterate the entire area.,0
2122,@bellanegrin3915,"I am so glad I grew up in a time when being a proud American was good.  My parents escaped communism.  I heard the horrific stories.  I heard the stories of people being shot in the streets and unlawfully imprisoned until death.  My parents taught their children well.  These ""kids"" have no idea what terrorism is.  It will come to our doorstep if these ""kids"" don't wake up out of their spoon-fed stupers.",-1
2123,@-BL1NKY,Bin Laden murdered thousands of Americans? This whole time I was blaming Mossad. Silly me.,-1
2124,@UrNotThatGuyPal,“We’re going after Bin Laden for the single mom who dropped her kids off at school on a Tuesday morning and 45 minutes later jumped out of a skyscraper and her last act of human decency was to hold her skirt down as she killed herself. That’s why we’re going.”,0
2125,@bobjrfdny7360,"My father is a very tough man, not many things get to him. He is retired FDNY, and was a first responder on 9/11. He saw horrible things that day and lost so many of his friends. He has a a great life, loves his family, his church, his Savior, and still works as hard as anybody, even in retirement. However, that day has never left him, and he wouldn’t want to forget even if he could. Amongst the rank horror and tragedy that day was something beautiful. The heroes, FDNY, NYPD, PAPD, EMS, and countless others who lost their lives trying to save others. My father vowed to never forget them, and he hasn’t. Seeing the expression on his face as we talked about this viral TikTok trend broke my heart a little. This nation has truly forgotten, and sadly it didn’t take long.",0
2126,@leandrodelmistro2238,I’m mean I’m 26 and I’m shocked how ignorant and stupid my generation is. It’s truly sad.,-1
2127,@Grubrat311,"As a 25 year old American, I just want to say this is genuinely hard to swallow. It's hard to want to associate with any of my peers when this is the stuff they believe. My aunt served, my father served, my grandfathers and his grandfather served. Why? For a better life for me, for a better life for all citizens, and this is the thanks they get? This is beyond disgusting, it's hard to put into words how angry this makes me. It's really easy for people my age, citizens of this country to sit behind a screen and parrot popular internet trends as facts without realizing the sacrifices other people made for their freedom and ability to do that. ",0
2128,@BGBPW,"I just turned 38. I haven’t had any kids, but now I’m regretting it because we are going to need a generation to clean up the acts of these people. Who raised these people? WHAT raised these people? Why and how can they be so blind?",0
2129,@itrytojog8841,"Just because someone questions everything we’ve been told does not mean they support hamas, or bin laden.",0
2130,@7megan7,"They're saying Trump ""parroting Hitler"" like it's a bad thing. Doesn't Hamas LOVE Hitler? Doesn't the media LOVE Hamas?",-1
2131,@jackp.richardson6415,This is absolutely sickening to the core that anyone can see that man in a positive light.,-1
2132,@cosmicreader1312,“Freedom for white people.” I feel pretty free as a Hispanic man,0
2133,@kmoore1609,"Since 10/7 when Hamas attacked, murdered and kidnapped Israeli citizens, it feels like I've been living in some kind of alternate reality. It is surreal to watch mass groups of Americans come out in support of a terrorist group. At this point I shouldn't be shocked about reports of people coming out and saying, ""we should try to understand and listen"" to the main terrorist behind 9/11, but here we are and it's sickening.",-1
2134,@piedmontwildlifeandoutdoors,"I'm so tired of having to explain this to everybody who is so close to Washington. The House had known for a year that a budget bill needed to be passed by September 30th, yet they went on a 6 week vacation knowing that when they came back they only had two weeks to pass a bill and they would just simply kick the can down the road. A real speaker would not have dismissed the house and said we are going to pass a budget then you can go on a vacation.",0
2135,@CarinaShamoil,"My greatest concern is how to recover from all these economic and global troubles and stay afloat especially with the political power tussle going on in US. The government has really called things more difficult for its citizens,and we can't sit back and bear all the consequences of the bad governance.",-1
